Name : ; Date : January 29, 2025, 9:32 am; Request Data : |||||500.00|||||||||1002627522EVEKBG|7553380127SXSDQU||
Name : ; Date : January 29, 2025, 11:56 am; Request Data : |||||500.00|||||||||1002627522EVEKBG|7553380127SXSDQU||
Name : ; Date : January 29, 2025, 11:58 am; Request Data : |||||500.00|||||||||1002627522EVEKBG|7553380127SXSDQU||
Name : test; Date : January 29, 2025, 11:58 am; Request Data : L903955|email:demo@demo.com|test|T|984663|NaN|INR|https://app.iritaq.info/entrance/home/response|FIRST_NaN_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 11:58 am; Request Data : L903955|email:demo@demo.com|test|T|1981|500.00|INR|https://app.iritaq.info/entrance/home/response|FIRST_500.00_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 11:58 am; Request Data : L903955|email:demo@demo.com|test|T|1981|500.00|INR|https://app.iritaq.info/entrance/home/response|FIRST_500.00_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 12:06 pm; Request Data : L903955|email:demo@demo.com|test|T|1981|500.00|INR|https://app.iritaq.info/entrance/home/response|FIRST_500.00_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : ; Date : January 29, 2025, 12:07 pm; Request Data : |||||500.00|||||||||1002627522EVEKBG|7553380127SXSDQU||
Name : ; Date : January 29, 2025, 12:07 pm; Request Data : |||||500.00|||||||||1002627522EVEKBG|7553380127SXSDQU||
Name : test; Date : January 29, 2025, 12:07 pm; Request Data : L903955|email:demo@demo.com|test|T|897669|500.00|INR|https://app.iritaq.info/entrance/home/response|FIRST_500.00_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 12:10 pm; Request Data : L903955|email:demo@demo.com|test|T|389147|4.00|INR|https://app.iritaq.info/user/user/response|FIRST_4.00_0.0||1234567890|2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 12:13 pm; Request Data : L903955|email:demo@demo.com|test|T|271483|4.00|INR|https://app.iritaq.info/user/user/response|FIRST_4.00_0.0||1234567890|2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 12:14 pm; Request Data : L903955|email:demo@demo.com|test|T|897669|500.00|INR|https://app.iritaq.info/entrance/home/response|FIRST_500.00_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : ; Date : January 29, 2025, 12:14 pm; Request Data : |||||500.00|||||||||1002627522EVEKBG|7553380127SXSDQU||
Name : test; Date : January 29, 2025, 12:15 pm; Request Data : L903955|email:demo@demo.com|test|T|593316|500.00|INR|https://app.iritaq.info/entrance/home/response|FIRST_500.00_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 12:18 pm; Request Data : L903955|email:demo@demo.com|test|T|593316|500.00|INR|https://app.iritaq.info/entrance/home/response|FIRST_500.00_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : ; Date : January 29, 2025, 12:18 pm; Request Data : |||||500.00|||||||||1002627522EVEKBG|7553380127SXSDQU||
Name : ; Date : January 29, 2025, 12:19 pm; Request Data : |||||500.00|||||||||1002627522EVEKBG|7553380127SXSDQU||
Name : test; Date : January 29, 2025, 12:20 pm; Request Data : L903955|email:demo@demo.com|test|T|19541|NaN|INR|https://app.iritaq.info/entrance/home/response|FIRST_NaN_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 12:20 pm; Request Data : L903955|email:demo@demo.com|test|T|770887|NaN|INR|https://app.iritaq.info/entrance/home/response|FIRST_NaN_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 12:21 pm; Request Data : L903955|email:demo@demo.com|test|T|770887|NaN|INR|https://app.iritaq.info/entrance/home/response|FIRST_NaN_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 12:21 pm; Request Data : L903955|email:demo@demo.com|test|T|19541|NaN|INR|https://app.iritaq.info/entrance/home/response|FIRST_NaN_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : ; Date : January 29, 2025, 12:21 pm; Request Data : |||||500.00|||||||||1002627522EVEKBG|7553380127SXSDQU||
Name : test; Date : January 29, 2025, 12:21 pm; Request Data : L903955|email:demo@demo.com|test|T|235266|500.00|INR|https://app.iritaq.info/entrance/home/response|FIRST_500.00_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 12:23 pm; Request Data : L903955|email:demo@demo.com|test|T|235266|500.00|INR|https://app.iritaq.info/entrance/home/response|FIRST_500.00_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : ; Date : January 29, 2025, 12:23 pm; Request Data : |||||500.00|||||||||1002627522EVEKBG|7553380127SXSDQU||
Name : test; Date : January 29, 2025, 12:27 pm; Request Data : L903955|email:demo@demo.com|test|T|406410|4.00|INR|https://app.iritaq.info/user/user/response|FIRST_4.00_0.0||1234567890|2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : ; Date : January 29, 2025, 12:30 pm; Request Data : |||||500.00|||||||||1002627522EVEKBG|7553380127SXSDQU||
Name : ; Date : January 29, 2025, 12:31 pm; Request Data : |||||500.00|||||||||1002627522EVEKBG|7553380127SXSDQU||
Name : ; Date : January 29, 2025, 12:31 pm; Request Data : |||||500.00|||||||||1002627522EVEKBG|7553380127SXSDQU||
Name : ; Date : January 29, 2025, 12:32 pm; Request Data : |||||500.00|||||||||1002627522EVEKBG|7553380127SXSDQU||
Name : test; Date : January 29, 2025, 12:32 pm; Request Data : L903955|email:demo@demo.com|test|T|360958|500.00|INR|https://app.iritaq.info/entrance/home/response|FIRST_500.00_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : ; Date : January 29, 2025, 12:32 pm; Request Data : |||||500.00|||||||||1002627522EVEKBG|7553380127SXSDQU||
Name : ; Date : January 29, 2025, 12:33 pm; Request Data : |||||500.00|||||||||1002627522EVEKBG|7553380127SXSDQU||
Name : ; Date : January 29, 2025, 12:37 pm; Request Data : |||||500.00|||||||||1002627522EVEKBG|7553380127SXSDQU||
Name : ; Date : January 29, 2025, 12:44 pm; Request Data : |||||500.00|||||||||1002627522EVEKBG|7553380127SXSDQU||
Name : ; Date : January 29, 2025, 12:49 pm; Request Data : |||||500.00|||||||||1002627522EVEKBG|7553380127SXSDQU||
Name : ; Date : January 29, 2025, 12:50 pm; Request Data : |||||500.00|||||||||1002627522EVEKBG|7553380127SXSDQU||
Name : ; Date : January 29, 2025, 12:50 pm; Request Data : |||||500.00|||||||||1002627522EVEKBG|7553380127SXSDQU||
Name : ; Date : January 29, 2025, 12:53 pm; Request Data : |||||500.00|||||||||1002627522EVEKBG|7553380127SXSDQU||
Name : ; Date : January 29, 2025, 12:56 pm; Request Data : |||||500.00|||||||||1002627522EVEKBG|7553380127SXSDQU||
Name : test; Date : January 29, 2025, 1:28 pm; Request Data : L903955|email:demo@demo.com|test|T|937551|585.00|INR|https://app.iritaq.info/user/user/response|FIRST_585.00_0.0||1234567890|2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 1:31 pm; Request Data : L903955|email:demo@demo.com|test|T|43056|585.00|INR|https://app.iritaq.info/user/user/response|FIRST_585.00_0.0||1234567890|2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 1:36 pm; Request Data : L903955|email:demo@demo.com|test|T|607997||INR|https://app.iritaq.info/entrance/home/response|FIRST_1.0_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 1:36 pm; Request Data : L903955|email:demo@demo.com|test|T|661039||INR|https://app.iritaq.info/entrance/home/response|FIRST_1.0_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 1:37 pm; Request Data : L903955|email:demo@demo.com|test|T|396492||INR|https://app.iritaq.info/entrance/home/response|FIRST_1.0_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 1:38 pm; Request Data : L903955|email:demo@demo.com|test|T|525562|200|INR|https://app.iritaq.info/entrance/home/response|FIRST_1.0_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 1:38 pm; Request Data : L903955|email:demo@demo.com|test|T|404964|200|INR|https://app.iritaq.info/entrance/home/response|FIRST_1.0_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : ; Date : January 29, 2025, 1:41 pm; Request Data : |||||500.00|||||||||1002627522EVEKBG|7553380127SXSDQU||
Name : ; Date : January 29, 2025, 1:45 pm; Request Data : |||||500.00|||||||||1002627522EVEKBG|7553380127SXSDQU||
Name : test; Date : January 29, 2025, 1:49 pm; Request Data : L903955|email:demo@demo.com|test|T|408450|500.00|INR|https://app.iritaq.info/entrance/home/response|FIRST_500.00_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 1:50 pm; Request Data : L903955|email:demo@demo.com|test|T|9346|500.00|INR|https://app.iritaq.info/entrance/home/response|FIRST_500.00_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : ; Date : January 29, 2025, 2:08 pm; Request Data : |||||500.00|||||||||1002627522EVEKBG|7553380127SXSDQU||
Name : ; Date : January 29, 2025, 2:08 pm; Request Data : |||||500.00|||||||||1002627522EVEKBG|7553380127SXSDQU||
Name : test; Date : January 29, 2025, 2:09 pm; Request Data : L903955|email:demo@demo.com|test|T|49528|500.00|INR|https://app.iritaq.info/entrance/home/response|FIRST_500.00_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 2:11 pm; Request Data : L903955|email:demo@demo.com|test|T|685314|500.00|INR|https://app.iritaq.info/entrance/home/response|FIRST_500.00_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 2:12 pm; Request Data : L903955|email:demo@demo.com|test|T|146585|1|INR|https://app.iritaq.info/entrance/home/response|FIRST_1.0_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 2:45 pm; Request Data : L903955|email:demo@demo.com|test|T|803217|4.00|INR|https://app.iritaq.info/user/user/response|FIRST_4.00_0.0||1234567890|2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 3:20 pm; Request Data : L903955|email:demo@demo.com|test|T|169904|500.00|INR|https://app.iritaq.info/entrance/home/response|FIRST_1.0_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 3:25 pm; Request Data : L903955|email:demo@demo.com|test|T|252588|500.00|INR|https://app.iritaq.info/entrance/home/response|FIRST_1.0_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 3:29 pm; Request Data : L903955|email:demo@demo.com|test|T|762528|NaN|INR|https://app.iritaq.info/entrance/home/response|FIRST_NaN_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 3:30 pm; Request Data : L903955|email:demo@demo.com|test|T|184215|500.00|INR|https://app.iritaq.info/entrance/home/response|FIRST_1.0_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 3:55 pm; Request Data : L903955|email:demo@demo.com|test|T|594083|500.00|INR|https://app.iritaq.info/entrance/home/response|FIRST_1.0_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 3:59 pm; Request Data : L903955|email:demo@demo.com|test|T|112012|500.00|INR|https://app.iritaq.info/entrance/home/response|FIRST_500.00_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
Name : test; Date : January 29, 2025, 4:33 pm; Request Data : L903955|email:demo@demo.com|test|T|808886|500.00|INR|https://app.iritaq.info/entrance/home/response|FIRST_1.0_0.0|||2025-01-29|470|19872627|1002627522EVEKBG|7553380127SXSDQU||https://www.tpsl-india.in/PaymentGateway/TransactionDetailsNew.wsdl
